# Gaussian distribution
# mean (nm) = 2.42
# sigma (nm) = 0.17
# columns: x_nm	pdf
1.740000	7.872366221464e-04
1.741360	8.128095828606e-04
1.742720	8.391595595986e-04
1.744080	8.663083146100e-04
1.745440	8.942781590813e-04
1.746800	9.230919650914e-04
1.748160	9.527731777716e-04
1.749520	9.833458276713e-04
1.750880	1.014834543331e-03
1.752240	1.047264564065e-03
1.753600	1.080661752956e-03
1.754960	1.115052610060e-03
1.756320	1.150464285831e-03
1.757680	1.186924594756e-03
1.759040	1.224462029210e-03
1.760400	1.263105773532e-03
1.761760	1.302885718317e-03
1.763120	1.343832474939e-03
1.764480	1.385977390286e-03
1.765840	1.429352561725e-03
1.767200	1.473990852299e-03
1.768560	1.519925906140e-03
1.769920	1.567192164115e-03
1.771280	1.615824879708e-03
1.772640	1.665860135116e-03
1.774000	1.717334857597e-03
1.775360	1.770286836028e-03
1.776720	1.824754737714e-03
1.778080	1.880778125418e-03
1.779440	1.938397474633e-03
1.780800	1.997654191080e-03
1.782160	2.058590628449e-03
1.783520	2.121250106366e-03
1.784880	2.185676928606e-03
1.786240	2.251916401528e-03
1.787600	2.320014852760e-03
1.788960	2.390019650101e-03
1.790320	2.461979220677e-03
1.791680	2.535943070316e-03
1.793040	2.611961803162e-03
1.794400	2.690087141529e-03
1.795760	2.770371945973e-03
1.797120	2.852870235610e-03
1.798480	2.937637208657e-03
1.799840	3.024729263201e-03
1.801200	3.114204018205e-03
1.802560	3.206120334730e-03
1.803920	3.300538337387e-03
1.805280	3.397519436019e-03
1.806640	3.497126347592e-03
1.808000	3.599423118316e-03
1.809360	3.704475145981e-03
1.810720	3.812349202503e-03
1.812080	3.923113456691e-03
1.813440	4.036837497221e-03
1.814800	4.153592355812e-03
1.816160	4.273450530615e-03
1.817520	4.396486009798e-03
1.818880	4.522774295329e-03
1.820240	4.652392426953e-03
1.821600	4.785419006364e-03
1.822960	4.921934221554e-03
1.824320	5.062019871357e-03
1.825680	5.205759390159e-03
1.827040	5.353237872789e-03
1.828400	5.504542099573e-03
1.829760	5.659760561562e-03
1.831120	5.818983485904e-03
1.832480	5.982302861381e-03
1.833840	6.149812464088e-03
1.835200	6.321607883257e-03
1.836560	6.497786547211e-03
1.837920	6.678447749452e-03
1.839280	6.863692674875e-03
1.840640	7.053624426085e-03
1.842000	7.248348049841e-03
1.843360	7.447970563585e-03
1.844720	7.652600982076e-03
1.846080	7.862350344105e-03
1.847440	8.077331739292e-03
1.848800	8.297660334949e-03
1.850160	8.523453403009e-03
1.851520	8.754830347004e-03
1.852880	8.991912729089e-03
1.854240	9.234824297098e-03
1.855600	9.483691011630e-03
1.856960	9.738641073142e-03
1.858320	9.999804949055e-03
1.859680	1.026731540085e-02
1.861040	1.054130751114e-02
1.862400	1.082191871073e-02
1.863760	1.110928880565e-02
1.865120	1.140356000407e-02
1.866480	1.170487694325e-02
1.867840	1.201338671635e-02
1.869200	1.232923889916e-02
1.870560	1.265258557678e-02
1.871920	1.298358137009e-02
1.873280	1.332238346221e-02
1.874640	1.366915162475e-02
1.876000	1.402404824391e-02
1.877360	1.438723834643e-02
1.878720	1.475888962537e-02
1.880080	1.513917246568e-02
1.881440	1.552825996951e-02
1.882800	1.592632798142e-02
1.884160	1.633355511320e-02
1.885520	1.675012276854e-02
1.886880	1.717621516738e-02
1.888240	1.761201936997e-02
1.889600	1.805772530062e-02
1.890960	1.851352577115e-02
1.892320	1.897961650401e-02
1.893680	1.945619615493e-02
1.895040	1.994346633538e-02
1.896400	2.044163163444e-02
1.897760	2.095089964041e-02
1.899120	2.147148096190e-02
1.900480	2.200358924848e-02
1.901840	2.254744121089e-02
1.903200	2.310325664073e-02
1.904560	2.367125842967e-02
1.905920	2.425167258808e-02
1.907280	2.484472826315e-02
1.908640	2.545065775644e-02
1.910000	2.606969654081e-02
1.911360	2.670208327676e-02
1.912720	2.734805982813e-02
1.914080	2.800787127712e-02
1.915440	2.868176593869e-02
1.916800	2.936999537419e-02
1.918160	3.007281440432e-02
1.919520	3.079048112131e-02
1.920880	3.152325690038e-02
1.922240	3.227140641035e-02
1.923600	3.303519762348e-02
1.924960	3.381490182446e-02
1.926320	3.461079361855e-02
1.927680	3.542315093881e-02
1.929040	3.625225505245e-02
1.930400	3.709839056627e-02
1.931760	3.796184543107e-02
1.933120	3.884291094515e-02
1.934480	3.974188175683e-02
1.935840	4.065905586580e-02
1.937200	4.159473462364e-02
1.938560	4.254922273306e-02
1.939920	4.352282824613e-02
1.941280	4.451586256143e-02
1.942640	4.552864041995e-02
1.944000	4.656147989988e-02
1.945360	4.761470241020e-02
1.946720	4.868863268299e-02
1.948080	4.978359876460e-02
1.949440	5.089993200543e-02
1.950800	5.203796704845e-02
1.952160	5.319804181648e-02
1.953520	5.438049749798e-02
1.954880	5.558567853156e-02
1.956240	5.681393258909e-02
1.957600	5.806561055736e-02
1.958960	5.934106651831e-02
1.960320	6.064065772776e-02
1.961680	6.196474459272e-02
1.963040	6.331369064710e-02
1.964400	6.468786252592e-02
1.965760	6.608762993792e-02
1.967120	6.751336563667e-02
1.968480	6.896544538995e-02
1.969840	7.044424794757e-02
1.971200	7.195015500752e-02
1.972560	7.348355118040e-02
1.973920	7.504482395222e-02
1.975280	7.663436364541e-02
1.976640	7.825256337811e-02
1.978000	7.989981902168e-02
1.979360	8.157652915647e-02
1.980720	8.328309502568e-02
1.982080	8.501992048752e-02
1.983440	8.678741196540e-02
1.984800	8.858597839634e-02
1.986160	9.041603117742e-02
1.987520	9.227798411040e-02
1.988880	9.417225334436e-02
1.990240	9.609925731642e-02
1.991600	9.805941669048e-02
1.992960	1.000531542940e-01
1.994320	1.020808950529e-01
1.995680	1.041430659241e-01
1.997040	1.062400958265e-01
1.998400	1.083724155698e-01
1.999760	1.105404577807e-01
2.001120	1.127446568282e-01
2.002480	1.149854487455e-01
2.003840	1.172632711509e-01
2.005200	1.195785631660e-01
2.006560	1.219317653320e-01
2.007920	1.243233195238e-01
2.009280	1.267536688620e-01
2.010640	1.292232576229e-01
2.012000	1.317325311461e-01
2.013360	1.342819357404e-01
2.014720	1.368719185868e-01
2.016080	1.395029276402e-01
2.017440	1.421754115285e-01
2.018800	1.448898194493e-01
2.020160	1.476466010652e-01
2.021520	1.504462063959e-01
2.022880	1.532890857093e-01
2.024240	1.561756894095e-01
2.025600	1.591064679228e-01
2.026960	1.620818715824e-01
2.028320	1.651023505096e-01
2.029680	1.681683544940e-01
2.031040	1.712803328707e-01
2.032400	1.744387343961e-01
2.033760	1.776440071214e-01
2.035120	1.808965982632e-01
2.036480	1.841969540734e-01
2.037840	1.875455197056e-01
2.039200	1.909427390806e-01
2.040560	1.943890547489e-01
2.041920	1.978849077520e-01
2.043280	2.014307374807e-01
2.044640	2.050269815325e-01
2.046000	2.086740755661e-01
2.047360	2.123724531542e-01
2.048720	2.161225456349e-01
2.050080	2.199247819600e-01
2.051440	2.237795885428e-01
2.052800	2.276873891027e-01
2.054160	2.316486045091e-01
2.055520	2.356636526226e-01
2.056880	2.397329481349e-01
