# Gaussian distribution
# mean (nm) = 4.89
# sigma (nm) = 0.65
# columns: x_nm	pdf
2.290000	2.058926550229e-04
2.295200	2.125809678251e-04
2.300400	2.194725002027e-04
2.305600	2.265729438211e-04
2.310800	2.338881339136e-04
2.316000	2.414240524085e-04
2.321200	2.491868311095e-04
2.326400	2.571827549294e-04
2.331600	2.654182651789e-04
2.336800	2.738999629093e-04
2.342000	2.826346123115e-04
2.347200	2.916291441696e-04
2.352400	3.008906593713e-04
2.357600	3.104264324747e-04
2.362800	3.202439153319e-04
2.368000	3.303507407698e-04
2.373200	3.407547263291e-04
2.378400	3.514638780610e-04
2.383600	3.624863943824e-04
2.388800	3.738306699896e-04
2.394000	3.855052998321e-04
2.399200	3.975190831442e-04
2.404400	4.098810275379e-04
2.409600	4.226003531543e-04
2.414800	4.356864968766e-04
2.420000	4.491491166022e-04
2.425200	4.629980955765e-04
2.430400	4.772435467866e-04
2.435600	4.918958174171e-04
2.440800	5.069654933656e-04
2.446000	5.224634038210e-04
2.451200	5.384006259020e-04
2.456400	5.547884893572e-04
2.461600	5.716385813276e-04
2.466800	5.889627511689e-04
2.472000	6.067731153372e-04
2.477200	6.250820623342e-04
2.482400	6.439022577156e-04
2.487600	6.632466491595e-04
2.492800	6.831284715963e-04
2.498000	7.035612523998e-04
2.503200	7.245588166390e-04
2.508400	7.461352923903e-04
2.513600	7.683051161102e-04
2.518800	7.910830380681e-04
2.524000	8.144841278384e-04
2.529200	8.385237798524e-04
2.534400	8.632177190090e-04
2.539600	8.885820063434e-04
2.544800	9.146330447548e-04
2.550000	9.413875847904e-04
2.555200	9.688627304873e-04
2.560400	9.970759452699e-04
2.565600	1.026045057904e-03
2.570800	1.055788268504e-03
2.576000	1.086324154597e-03
2.581200	1.117671677238e-03
2.586400	1.149850187178e-03
2.591600	1.182879431086e-03
2.596800	1.216779557819e-03
2.602000	1.251571124741e-03
2.607200	1.287275104099e-03
2.612400	1.323912889432e-03
2.617600	1.361506302042e-03
2.622800	1.400077597499e-03
2.628000	1.439649472196e-03
2.633200	1.480245069947e-03
2.638400	1.521887988621e-03
2.643600	1.564602286823e-03
2.648800	1.608412490608e-03
2.654000	1.653343600237e-03
2.659200	1.699421096963e-03
2.664400	1.746670949857e-03
2.669600	1.795119622660e-03
2.674800	1.844794080668e-03
2.680000	1.895721797651e-03
2.685200	1.947930762784e-03
2.690400	2.001449487620e-03
2.695600	2.056307013074e-03
2.700800	2.112532916430e-03
2.706000	2.170157318371e-03
2.711200	2.229210890018e-03
2.716400	2.289724859986e-03
2.721600	2.351731021454e-03
2.726800	2.415261739241e-03
2.732000	2.480349956888e-03
2.737200	2.547029203745e-03
2.742400	2.615333602061e-03
2.747600	2.685297874068e-03
2.752800	2.756957349066e-03
2.758000	2.830347970499e-03
2.763200	2.905506303015e-03
2.768400	2.982469539525e-03
2.773600	3.061275508234e-03
2.778800	3.141962679660e-03
2.784000	3.224570173628e-03
2.789200	3.309137766235e-03
2.794400	3.395705896793e-03
2.799600	3.484315674733e-03
2.804800	3.575008886474e-03
2.810000	3.667828002254e-03
2.815200	3.762816182913e-03
2.820400	3.860017286636e-03
2.825600	3.959475875638e-03
2.830800	4.061237222795e-03
2.836000	4.165347318216e-03
2.841200	4.271852875759e-03
2.846400	4.380801339465e-03
2.851600	4.492240889931e-03
2.856800	4.606220450607e-03
2.862000	4.722789694007e-03
2.867200	4.841999047840e-03
2.872400	4.963899701048e-03
2.877600	5.088543609752e-03
2.882800	5.215983503099e-03
2.888000	5.346272889008e-03
2.893200	5.479466059801e-03
2.898400	5.615618097728e-03
2.903600	5.754784880372e-03
2.908800	5.897023085925e-03
2.914000	6.042390198346e-03
2.919200	6.190944512376e-03
2.924400	6.342745138421e-03
2.929600	6.497852007286e-03
2.934800	6.656325874761e-03
2.940000	6.818228326058e-03
2.945200	6.983621780077e-03
2.950400	7.152569493511e-03
2.955600	7.325135564786e-03
2.960800	7.501384937812e-03
2.966000	7.681383405558e-03
2.971200	7.865197613436e-03
2.976400	8.052895062496e-03
2.981600	8.244544112406e-03
2.986800	8.440213984244e-03
2.992000	8.639974763063e-03
2.997200	8.843897400243e-03
3.002400	9.052053715620e-03
3.007600	9.264516399380e-03
3.012800	9.481359013718e-03
3.018000	9.702655994255e-03
3.023200	9.928482651202e-03
3.028400	1.015891517027e-02
3.033600	1.039403061332e-02
3.038800	1.063390691875e-02
3.044000	1.087862290157e-02
3.049200	1.112825825326e-02
3.054400	1.138289354130e-02
3.059600	1.164261020837e-02
3.064800	1.190749057137e-02
3.070000	1.217761781997e-02
3.075200	1.245307601497e-02
3.080400	1.273395008632e-02
3.085600	1.302032583074e-02
3.090800	1.331228990911e-02
3.096000	1.360992984344e-02
3.101200	1.391333401354e-02
3.106400	1.422259165332e-02
3.111600	1.453779284671e-02
3.116800	1.485902852330e-02
