# Gaussian distribution
# mean (nm) = 3.42
# sigma (nm) = 0.16
# columns: x_nm	pdf
2.780000	8.364389110305e-04
2.781280	8.636101817894e-04
2.782560	8.916070320735e-04
2.783840	9.204525842732e-04
2.785120	9.501705440239e-04
2.786400	9.807852129096e-04
2.787680	1.012321501382e-03
2.788960	1.044804941901e-03
2.790240	1.078261702289e-03
2.791520	1.112718599319e-03
2.792800	1.148203112515e-03
2.794080	1.184743398189e-03
2.795360	1.222368303696e-03
2.796640	1.261107381929e-03
2.797920	1.300990906036e-03
2.799200	1.342049884377e-03
2.800480	1.384316075712e-03
2.801760	1.427822004623e-03
2.803040	1.472600977178e-03
2.804320	1.518687096833e-03
2.805600	1.566115280568e-03
2.806880	1.614921275273e-03
2.808160	1.665141674373e-03
2.809440	1.716813934689e-03
2.810720	1.769976393561e-03
2.812000	1.824668286197e-03
2.813280	1.880929763279e-03
2.814560	1.938801908821e-03
2.815840	1.998326758257e-03
2.817120	2.059547316798e-03
2.818400	2.122507578023e-03
2.819680	2.187252542727e-03
2.820960	2.253828238014e-03
2.822240	2.322281736643e-03
2.823520	2.392661176624e-03
2.824800	2.465015781057e-03
2.826080	2.539395878233e-03
2.827360	2.615852921970e-03
2.828640	2.694439512210e-03
2.829920	2.775209415860e-03
2.831200	2.858217587874e-03
2.832480	2.943520192596e-03
2.833760	3.031174625335e-03
2.835040	3.121239534198e-03
2.836320	3.213774842152e-03
2.837600	3.308841769343e-03
2.838880	3.406502855650e-03
2.840160	3.506821983474e-03
2.841440	3.609864400770e-03
2.842720	3.715696744316e-03
2.844000	3.824387063211e-03
2.845280	3.936004842605e-03
2.846560	4.050621027659e-03
2.847840	4.168308047734e-03
2.849120	4.289139840797e-03
2.850400	4.413191878050e-03
2.851680	4.540541188779e-03
2.852960	4.671266385411e-03
2.854240	4.805447688787e-03
2.855520	4.943166953638e-03
2.856800	5.084507694261e-03
2.858080	5.229555110401e-03
2.859360	5.378396113317e-03
2.860640	5.531119352044e-03
2.861920	5.687815239838e-03
2.863200	5.848575980797e-03
2.864480	6.013495596660e-03
2.865760	6.182669953773e-03
2.867040	6.356196790217e-03
2.868320	6.534175743094e-03
2.869600	6.716708375961e-03
2.870880	6.903898206411e-03
2.872160	7.095850733793e-03
2.873440	7.292673467054e-03
2.874720	7.494475952716e-03
2.876000	7.701369802956e-03
2.877280	7.913468723809e-03
2.878560	8.130888543456e-03
2.879840	8.353747240612e-03
2.881120	8.582164972998e-03
2.882400	8.816264105884e-03
2.883680	9.056169240698e-03
2.884960	9.302007243692e-03
2.886240	9.553907274657e-03
2.887520	9.812000815667e-03
2.888800	1.007642169986e-02
2.890080	1.034730614021e-02
2.891360	1.062479275837e-02
2.892640	1.090902261340e-02
2.893920	1.120013923058e-02
2.895200	1.149828863015e-02
2.896480	1.180361935600e-02
2.897760	1.211628250432e-02
2.899040	1.243643175220e-02
2.900320	1.276422338612e-02
2.901600	1.309981633036e-02
2.902880	1.344337217533e-02
2.904160	1.379505520572e-02
2.905440	1.415503242860e-02
2.906720	1.452347360130e-02
2.908000	1.490055125916e-02
2.909280	1.528644074308e-02
2.910560	1.568132022696e-02
2.911840	1.608537074478e-02
2.913120	1.649877621760e-02
2.914400	1.692172348025e-02
2.915680	1.735440230777e-02
2.916960	1.779700544157e-02
2.918240	1.824972861534e-02
2.919520	1.871277058059e-02
2.920800	1.918633313190e-02
2.922080	1.967062113185e-02
2.923360	2.016584253551e-02
2.924640	2.067220841462e-02
2.925920	2.118993298134e-02
2.927200	2.171923361159e-02
2.928480	2.226033086794e-02
2.929760	2.281344852202e-02
2.931040	2.337881357651e-02
2.932320	2.395665628657e-02
2.933600	2.454721018078e-02
2.934880	2.515071208153e-02
2.936160	2.576740212484e-02
2.937440	2.639752377960e-02
2.938720	2.704132386622e-02
2.940000	2.769905257461e-02
2.941280	2.837096348156e-02
2.942560	2.905731356739e-02
2.943840	2.975836323194e-02
2.945120	3.047437630986e-02
2.946400	3.120562008508e-02
2.947680	3.195236530459e-02
2.948960	3.271488619139e-02
2.950240	3.349346045665e-02
2.951520	3.428836931099e-02
2.952800	3.509989747494e-02
2.954080	3.592833318849e-02
2.955360	3.677396821971e-02
2.956640	3.763709787248e-02
2.957920	3.851802099323e-02
2.959200	3.941703997666e-02
2.960480	4.033446077051e-02
2.961760	4.127059287923e-02
2.963040	4.222574936663e-02
2.964320	4.320024685742e-02
2.965600	4.419440553762e-02
2.966880	4.520854915387e-02
2.968160	4.624300501151e-02
2.969440	4.729810397152e-02
2.970720	4.837418044620e-02
2.972000	4.947157239362e-02
2.973280	5.059062131083e-02
2.974560	5.173167222568e-02
2.975840	5.289507368739e-02
2.977120	5.408117775577e-02
2.978400	5.529033998898e-02
2.979680	5.652291943001e-02
2.980960	5.777927859160e-02
2.982240	5.905978343978e-02
2.983520	6.036480337591e-02
2.984800	6.169471121719e-02
2.986080	6.304988317570e-02
2.987360	6.443069883575e-02
2.988640	6.583754112977e-02
2.989920	6.727079631255e-02
2.991200	6.873085393378e-02
2.992480	7.021810680904e-02
2.993760	7.173295098896e-02
2.995040	7.327578572682e-02
2.996320	7.484701344430e-02
2.997600	7.644703969549e-02
2.998880	7.807627312917e-02
3.000160	7.973512544923e-02
3.001440	8.142401137325e-02
3.002720	8.314334858924e-02
3.004000	8.489355771053e-02
3.005280	8.667506222874e-02
3.006560	8.848828846479e-02
3.007840	9.033366551799e-02
3.009120	9.221162521324e-02
3.010400	9.412260204611e-02
3.011680	9.606703312601e-02
3.012960	9.804535811730e-02
3.014240	1.000580191784e-01
3.015520	1.021054608987e-01
3.016800	1.041881302336e-01
3.018080	1.063064764374e-01
3.019360	1.084609509937e-01
3.020640	1.106520075443e-01
3.021920	1.128801018157e-01
