# Gaussian distribution
# mean (nm) = 2.72
# sigma (nm) = 0.19
# columns: x_nm	pdf
1.960000	7.043696092889e-04
1.961520	7.272506794016e-04
1.963040	7.508269743777e-04
1.964560	7.751179657037e-04
1.966080	8.001436160201e-04
1.967600	8.259243898186e-04
1.969120	8.524812643220e-04
1.970640	8.798357405480e-04
1.972160	9.080098545593e-04
1.973680	9.370261889002e-04
1.975200	9.669078842235e-04
1.976720	9.976786511064e-04
1.978240	1.029362782060e-03
1.979760	1.061985163729e-03
1.981280	1.095571289293e-03
1.982800	1.130147271055e-03
1.984320	1.165739853231e-03
1.985840	1.202376424946e-03
1.987360	1.240085033413e-03
1.988880	1.278894397333e-03
1.990400	1.318833920478e-03
1.991920	1.359933705493e-03
1.993440	1.402224567893e-03
1.994960	1.445738050265e-03
1.996480	1.490506436683e-03
1.998000	1.536562767323e-03
1.999520	1.583940853288e-03
2.001040	1.632675291638e-03
2.002560	1.682801480637e-03
2.004080	1.734355635198e-03
2.005600	1.787374802546e-03
2.007120	1.841896878086e-03
2.008640	1.897960621485e-03
2.010160	1.955605672963e-03
2.011680	2.014872569789e-03
2.013200	2.075802762996e-03
2.014720	2.138438634301e-03
2.016240	2.202823513238e-03
2.017760	2.269001694493e-03
2.019280	2.337018455461e-03
2.020800	2.406920073999e-03
2.022320	2.478753846396e-03
2.023840	2.552568105546e-03
2.025360	2.628412239324e-03
2.026880	2.706336709180e-03
2.028400	2.786393068921e-03
2.029920	2.868633983706e-03
2.031440	2.953113249241e-03
2.032960	3.039885811175e-03
2.034480	3.129007784687e-03
2.036000	3.220536474283e-03
2.037520	3.314530393772e-03
2.039040	3.411049286450e-03
2.040560	3.510154145461e-03
2.042080	3.611907234356e-03
2.043600	3.716372107832e-03
2.045120	3.823613632656e-03
2.046640	3.933698008767e-03
2.048160	4.046692790557e-03
2.049680	4.162666908327e-03
2.051200	4.281690689904e-03
2.052720	4.403835882443e-03
2.054240	4.529175674372e-03
2.055760	4.657784717511e-03
2.057280	4.789739149337e-03
2.058800	4.925116615408e-03
2.060320	5.063996291924e-03
2.061840	5.206458908440e-03
2.063360	5.352586770709e-03
2.064880	5.502463783658e-03
2.066400	5.656175474493e-03
2.067920	5.813809015925e-03
2.069440	5.975453249510e-03
2.070960	6.141198709098e-03
2.072480	6.311137644392e-03
2.074000	6.485364044595e-03
2.075520	6.663973662155e-03
2.077040	6.847064036594e-03
2.078560	7.034734518410e-03
2.080080	7.227086293051e-03
2.081600	7.424222404955e-03
2.083120	7.626247781640e-03
2.084640	7.833269257846e-03
2.086160	8.045395599711e-03
2.087680	8.262737528983e-03
2.089200	8.485407747248e-03
2.090720	8.713520960180e-03
2.092240	8.947193901786e-03
2.093760	9.186545358653e-03
2.095280	9.431696194175e-03
2.096800	9.682769372759e-03
2.098320	9.939889983999e-03
2.099840	1.020318526680e-02
2.101360	1.047278463343e-02
2.102880	1.074881969357e-02
2.104400	1.103142427820e-02
2.105920	1.132073446343e-02
2.107440	1.161688859429e-02
2.108960	1.192002730830e-02
2.110480	1.223029355899e-02
2.112000	1.254783263929e-02
2.113520	1.287279220470e-02
2.115040	1.320532229639e-02
2.116560	1.354557536403e-02
2.118080	1.389370628851e-02
2.119600	1.424987240442e-02
2.121120	1.461423352233e-02
2.122640	1.498695195080e-02
2.124160	1.536819251818e-02
2.125680	1.575812259418e-02
2.127200	1.615691211108e-02
2.128720	1.656473358472e-02
2.130240	1.698176213516e-02
2.131760	1.740817550705e-02
2.133280	1.784415408955e-02
2.134800	1.828988093608e-02
2.136320	1.874554178353e-02
2.137840	1.921132507117e-02
2.139360	1.968742195917e-02
2.140880	2.017402634658e-02
2.142400	2.067133488908e-02
2.143920	2.117954701602e-02
2.145440	2.169886494723e-02
2.146960	2.222949370914e-02
2.148480	2.277164115050e-02
2.150000	2.332551795757e-02
2.151520	2.389133766868e-02
2.153040	2.446931668833e-02
2.154560	2.505967430058e-02
2.156080	2.566263268199e-02
2.157600	2.627841691375e-02
2.159120	2.690725499334e-02
2.160640	2.754937784538e-02
2.162160	2.820501933192e-02
2.163680	2.887441626189e-02
2.165200	2.955780839995e-02
2.166720	3.025543847452e-02
2.168240	3.096755218502e-02
2.169760	3.169439820841e-02
2.171280	3.243622820483e-02
2.172800	3.319329682245e-02
2.174320	3.396586170148e-02
2.175840	3.475418347724e-02
2.177360	3.555852578242e-02
2.178880	3.637915524835e-02
2.180400	3.721634150537e-02
2.181920	3.807035718221e-02
2.183440	3.894147790443e-02
2.184960	3.982998229181e-02
2.186480	4.073615195469e-02
2.188000	4.166027148937e-02
2.189520	4.260262847228e-02
2.191040	4.356351345320e-02
2.192560	4.454321994728e-02
2.194080	4.554204442591e-02
2.195600	4.656028630651e-02
2.197120	4.759824794106e-02
2.198640	4.865623460345e-02
2.200160	4.973455447560e-02
2.201680	5.083351863234e-02
2.203200	5.195344102501e-02
2.204720	5.309463846375e-02
2.206240	5.425743059852e-02
2.207760	5.544213989875e-02
2.209280	5.664909163162e-02
2.210800	5.787861383898e-02
2.212320	5.913103731287e-02
2.213840	6.040669556965e-02
2.215360	6.170592482259e-02
2.216880	6.302906395309e-02
2.218400	6.437645448041e-02
2.219920	6.574844052983e-02
2.221440	6.714536879936e-02
2.222960	6.856758852484e-02
2.224480	7.001545144357e-02
2.226000	7.148931175624e-02
2.227520	7.298952608736e-02
2.229040	7.451645344403e-02
2.230560	7.607045517305e-02
2.232080	7.765189491641e-02
2.233600	7.926113856514e-02
2.235120	8.089855421137e-02
2.236640	8.256451209878e-02
2.238160	8.425938457127e-02
2.239680	8.598354601995e-02
2.241200	8.773737282832e-02
2.242720	8.952124331570e-02
2.244240	9.133553767890e-02
2.245760	9.318063793207e-02
2.247280	9.505692784479e-02
