# Gaussian distribution
# mean (nm) = 3.43
# sigma (nm) = 0.16
# columns: x_nm	pdf
2.790000	8.364389110305e-04
2.791280	8.636101817894e-04
2.792560	8.916070320735e-04
2.793840	9.204525842732e-04
2.795120	9.501705440239e-04
2.796400	9.807852129096e-04
2.797680	1.012321501382e-03
2.798960	1.044804941901e-03
2.800240	1.078261702289e-03
2.801520	1.112718599319e-03
2.802800	1.148203112515e-03
2.804080	1.184743398189e-03
2.805360	1.222368303696e-03
2.806640	1.261107381929e-03
2.807920	1.300990906036e-03
2.809200	1.342049884377e-03
2.810480	1.384316075712e-03
2.811760	1.427822004623e-03
2.813040	1.472600977178e-03
2.814320	1.518687096833e-03
2.815600	1.566115280568e-03
2.816880	1.614921275273e-03
2.818160	1.665141674373e-03
2.819440	1.716813934689e-03
2.820720	1.769976393561e-03
2.822000	1.824668286197e-03
2.823280	1.880929763279e-03
2.824560	1.938801908821e-03
2.825840	1.998326758257e-03
2.827120	2.059547316798e-03
2.828400	2.122507578023e-03
2.829680	2.187252542727e-03
2.830960	2.253828238014e-03
2.832240	2.322281736643e-03
2.833520	2.392661176624e-03
2.834800	2.465015781057e-03
2.836080	2.539395878233e-03
2.837360	2.615852921970e-03
2.838640	2.694439512210e-03
2.839920	2.775209415860e-03
2.841200	2.858217587874e-03
2.842480	2.943520192596e-03
2.843760	3.031174625335e-03
2.845040	3.121239534198e-03
2.846320	3.213774842152e-03
2.847600	3.308841769343e-03
2.848880	3.406502855650e-03
2.850160	3.506821983474e-03
2.851440	3.609864400770e-03
2.852720	3.715696744316e-03
2.854000	3.824387063211e-03
2.855280	3.936004842605e-03
2.856560	4.050621027659e-03
2.857840	4.168308047734e-03
2.859120	4.289139840797e-03
2.860400	4.413191878050e-03
2.861680	4.540541188779e-03
2.862960	4.671266385411e-03
2.864240	4.805447688787e-03
2.865520	4.943166953638e-03
2.866800	5.084507694261e-03
2.868080	5.229555110401e-03
2.869360	5.378396113317e-03
2.870640	5.531119352044e-03
2.871920	5.687815239838e-03
2.873200	5.848575980797e-03
2.874480	6.013495596660e-03
2.875760	6.182669953773e-03
2.877040	6.356196790217e-03
2.878320	6.534175743094e-03
2.879600	6.716708375961e-03
2.880880	6.903898206411e-03
2.882160	7.095850733793e-03
2.883440	7.292673467054e-03
2.884720	7.494475952716e-03
2.886000	7.701369802956e-03
2.887280	7.913468723809e-03
2.888560	8.130888543456e-03
2.889840	8.353747240612e-03
2.891120	8.582164972998e-03
2.892400	8.816264105884e-03
2.893680	9.056169240698e-03
2.894960	9.302007243692e-03
2.896240	9.553907274657e-03
2.897520	9.812000815667e-03
2.898800	1.007642169986e-02
2.900080	1.034730614021e-02
2.901360	1.062479275837e-02
2.902640	1.090902261340e-02
2.903920	1.120013923058e-02
2.905200	1.149828863015e-02
2.906480	1.180361935600e-02
2.907760	1.211628250432e-02
2.909040	1.243643175220e-02
2.910320	1.276422338612e-02
2.911600	1.309981633036e-02
2.912880	1.344337217533e-02
2.914160	1.379505520572e-02
2.915440	1.415503242860e-02
2.916720	1.452347360130e-02
2.918000	1.490055125916e-02
2.919280	1.528644074308e-02
2.920560	1.568132022696e-02
2.921840	1.608537074478e-02
2.923120	1.649877621760e-02
2.924400	1.692172348025e-02
2.925680	1.735440230777e-02
2.926960	1.779700544157e-02
2.928240	1.824972861534e-02
2.929520	1.871277058059e-02
2.930800	1.918633313190e-02
2.932080	1.967062113185e-02
2.933360	2.016584253551e-02
2.934640	2.067220841462e-02
2.935920	2.118993298134e-02
2.937200	2.171923361159e-02
2.938480	2.226033086794e-02
2.939760	2.281344852202e-02
2.941040	2.337881357651e-02
2.942320	2.395665628657e-02
2.943600	2.454721018078e-02
2.944880	2.515071208153e-02
2.946160	2.576740212484e-02
2.947440	2.639752377960e-02
2.948720	2.704132386622e-02
2.950000	2.769905257461e-02
2.951280	2.837096348156e-02
2.952560	2.905731356739e-02
2.953840	2.975836323194e-02
2.955120	3.047437630986e-02
2.956400	3.120562008508e-02
2.957680	3.195236530459e-02
2.958960	3.271488619139e-02
2.960240	3.349346045665e-02
2.961520	3.428836931099e-02
2.962800	3.509989747494e-02
2.964080	3.592833318849e-02
2.965360	3.677396821971e-02
2.966640	3.763709787248e-02
2.967920	3.851802099323e-02
2.969200	3.941703997666e-02
2.970480	4.033446077051e-02
2.971760	4.127059287923e-02
2.973040	4.222574936663e-02
2.974320	4.320024685742e-02
2.975600	4.419440553762e-02
2.976880	4.520854915387e-02
2.978160	4.624300501151e-02
2.979440	4.729810397152e-02
2.980720	4.837418044620e-02
2.982000	4.947157239362e-02
2.983280	5.059062131083e-02
2.984560	5.173167222568e-02
2.985840	5.289507368739e-02
2.987120	5.408117775577e-02
2.988400	5.529033998898e-02
2.989680	5.652291943001e-02
2.990960	5.777927859160e-02
2.992240	5.905978343978e-02
2.993520	6.036480337591e-02
2.994800	6.169471121719e-02
2.996080	6.304988317570e-02
2.997360	6.443069883575e-02
2.998640	6.583754112977e-02
2.999920	6.727079631255e-02
3.001200	6.873085393378e-02
3.002480	7.021810680904e-02
3.003760	7.173295098896e-02
3.005040	7.327578572682e-02
3.006320	7.484701344430e-02
3.007600	7.644703969549e-02
3.008880	7.807627312917e-02
3.010160	7.973512544923e-02
3.011440	8.142401137325e-02
3.012720	8.314334858924e-02
3.014000	8.489355771054e-02
3.015280	8.667506222874e-02
3.016560	8.848828846479e-02
3.017840	9.033366551799e-02
3.019120	9.221162521324e-02
3.020400	9.412260204611e-02
3.021680	9.606703312601e-02
3.022960	9.804535811730e-02
3.024240	1.000580191784e-01
3.025520	1.021054608987e-01
3.026800	1.041881302336e-01
3.028080	1.063064764374e-01
3.029360	1.084609509937e-01
3.030640	1.106520075443e-01
3.031920	1.128801018157e-01
3.033200	1.151456915429e-01
3.034480	1.174492363920e-01
3.035760	1.197911978799e-01
3.037040	1.221720392921e-01
3.038320	1.245922255978e-01
3.039600	1.270522233639e-01
3.040880	1.295525006653e-01
3.042160	1.320935269941e-01
3.043440	1.346757731659e-01
3.044720	1.372997112243e-01
3.046000	1.399658143428e-01
3.047280	1.426745567242e-01
3.048560	1.454264134985e-01
3.049840	1.482218606177e-01
3.051120	1.510613747490e-01
3.052400	1.539454331649e-01
3.053680	1.568745136317e-01
3.054960	1.598490942957e-01
3.056240	1.628696535662e-01
3.057520	1.659366699976e-01
3.058800	1.690506221680e-01
3.060080	1.722119885563e-01
3.061360	1.754212474165e-01
3.062640	1.786788766498e-01
3.063920	1.819853536751e-01
3.065200	1.853411552959e-01
3.066480	1.887467575665e-01
3.067760	1.922026356547e-01
3.069040	1.957092637030e-01
3.070320	1.992671146872e-01
3.071600	2.028766602731e-01
3.072880	2.065383706707e-01
3.074160	2.102527144865e-01
3.075440	2.140201585732e-01
3.076720	2.178411678783e-01
3.078000	2.217162052889e-01
3.079280	2.256457314764e-01
3.080560	2.296302047371e-01
3.081840	2.336700808325e-01
3.083120	2.377658128267e-01
3.084400	2.419178509216e-01
3.085680	2.461266422909e-01
3.086960	2.503926309115e-01
3.088240	2.547162573934e-01
3.089520	2.590979588073e-01
3.090800	2.635381685111e-01
3.092080	2.680373159737e-01
3.093360	2.725958265977e-01
3.094640	2.772141215403e-01
3.095920	2.818926175319e-01
3.097200	2.866317266941e-01
3.098480	2.914318563550e-01
3.099760	2.962934088639e-01
3.101040	3.012167814038e-01
3.102320	3.062023658029e-01
3.103600	3.112505483442e-01
3.104880	3.163617095744e-01
3.106160	3.215362241107e-01
3.107440	3.267744604473e-01
3.108720	3.320767807594e-01
3.110000	3.374435407074e-01
3.111280	3.428750892394e-01
3.112560	3.483717683922e-01
3.113840	3.539339130923e-01
3.115120	3.595618509551e-01
3.116400	3.652559020841e-01
3.117680	3.710163788682e-01
3.118960	3.768435857798e-01
3.120240	3.827378191705e-01
3.121520	3.886993670677e-01
3.122800	3.947285089700e-01
3.124080	4.008255156420e-01
3.125360	4.069906489093e-01
3.126640	4.132241614526e-01
3.127920	4.195262966021e-01
3.129200	4.258972881315e-01
3.130480	4.323373600518e-01
3.131760	4.388467264052e-01
3.133040	4.454255910597e-01
3.134320	4.520741475025e-01
3.135600	4.587925786354e-01
3.136880	4.655810565687e-01
3.138160	4.724397424173e-01
3.139440	4.793687860959e-01
3.140720	4.863683261156e-01
3.142000	4.934384893806e-01
3.143280	5.005793909866e-01
3.144560	5.077911340190e-01
3.145840	5.150738093526e-01
3.147120	5.224274954524e-01
3.148400	5.298522581751e-01
3.149680	5.373481505727e-01
3.150960	5.449152126961e-01
3.152240	5.525534714013e-01
3.153520	5.602629401567e-01
3.154800	5.680436188518e-01
3.156080	5.758954936077e-01
3.157360	5.838185365898e-01
3.158640	5.918127058218e-01
3.159920	5.998779450020e-01
3.161200	6.080141833217e-01
3.162480	6.162213352858e-01
3.163760	6.244993005355e-01
3.165040	6.328479636738e-01
3.166320	6.412671940929e-01
3.167600	6.497568458048e-01
3.168880	6.583167572740e-01
3.170160	6.669467512536e-01
3.171440	6.756466346239e-01
3.172720	6.844161982340e-01
3.174000	6.932552167466e-01
3.175280	7.021634484861e-01
3.176560	7.111406352897e-01
3.177840	7.201865023621e-01
3.179120	7.293007581337e-01
3.180400	7.384830941224e-01
3.181680	7.477331847988e-01
3.182960	7.570506874558e-01
3.184240	7.664352420812e-01
3.185520	7.758864712353e-01
3.186800	7.854039799318e-01
3.188080	7.949873555234e-01
3.189360	8.046361675910e-01
3.190640	8.143499678382e-01
3.191920	8.241282899896e-01
3.193200	8.339706496938e-01
3.194480	8.438765444308e-01
3.195760	8.538454534252e-01
3.197040	8.638768375627e-01
3.198320	8.739701393127e-01
3.199600	8.841247826552e-01
3.200880	8.943401730136e-01
3.202160	9.046156971914e-01
3.203440	9.149507233159e-01
3.204720	9.253446007854e-01
3.206000	9.357966602234e-01
3.207280	9.463062134372e-01
3.208560	9.568725533827e-01
3.209840	9.674949541348e-01
3.211120	9.781726708633e-01
3.212400	9.889049398149e-01
3.213680	9.996909783007e-01
3.214960	1.010529984690e+00
3.216240	1.021421138411e+00
3.217520	1.032363599953e+00
3.218800	1.043356510886e+00
3.220080	1.054398993868e+00
3.221360	1.065490152681e+00
3.222640	1.076629072252e+00
3.223920	1.087814818697e+00
3.225200	1.099046439360e+00
3.226480	1.110322962869e+00
3.227760	1.121643399184e+00
3.229040	1.133006739668e+00
3.230320	1.144411957154e+00
3.231600	1.155858006021e+00
3.232880	1.167343822277e+00
3.234160	1.178868323651e+00
3.235440	1.190430409688e+00
3.236720	1.202028961855e+00
3.238000	1.213662843645e+00
3.239280	1.225330900704e+00
3.240560	1.237031960947e+00
3.241840	1.248764834692e+00
3.243120	1.260528314801e+00
3.244400	1.272321176817e+00
3.245680	1.284142179125e+00
3.246960	1.295990063105e+00
3.248240	1.307863553299e+00
3.249520	1.319761357583e+00
3.250800	1.331682167348e+00
3.252080	1.343624657688e+00
3.253360	1.355587487589e+00
3.254640	1.367569300132e+00
3.255920	1.379568722702e+00
3.257200	1.391584367199e+00
3.258480	1.403614830259e+00
3.259760	1.415658693485e+00
3.261040	1.427714523681e+00
3.262320	1.439780873090e+00
3.263600	1.451856279646e+00
3.264880	1.463939267226e+00
3.266160	1.476028345915e+00
3.267440	1.488122012272e+00
3.268720	1.500218749602e+00
3.270000	1.512317028245e+00
3.271280	1.524415305855e+00
3.272560	1.536512027700e+00
3.273840	1.548605626962e+00
3.275120	1.560694525039e+00
3.276400	1.572777131863e+00
3.277680	1.584851846219e+00
3.278960	1.596917056067e+00
3.280240	1.608971138875e+00
3.281520	1.621012461956e+00
3.282800	1.633039382810e+00
3.284080	1.645050249474e+00
3.285360	1.657043400877e+00
3.286640	1.669017167195e+00
3.287920	1.680969870223e+00
3.289200	1.692899823740e+00
3.290480	1.704805333887e+00
3.291760	1.716684699548e+00
3.293040	1.728536212738e+00
3.294320	1.740358158988e+00
